三日天下;みっかてんか;"/(n) short-lived rule/being in power only for a brief period; brief championship/"
天網恢恢;てんもうかいかい;/(exp,n) Heaven's vengeance is slow but sure/Heaven's net is wide and coarse, yet nothing slips through./
敬天愛人;けいてんあいじん;"/(exp) ""Revere heaven, love people.""/"
奇想天外;きそうてんがい;/(n,adj-na) fantastic/bizarre/totally unexpected/the most amazing and imaginative/
天地神明;てんちしんめい;/(n) the gods of heaven and earth/all that is sacred/
天罰覿面;てんばつてきめん;/(exp,n) the certainty of divine punishment/Swift is Heaven's vengeance./
天災地変;てんさいちへん;/(n) natural disaster (calamity, catastrophe)/
運否天賦;うんぷてんぷ;/(n) trusting to chance/having a go at something/
天変地異;てんぺんちい;"/(n) natural disaster/extraordinary natural phenomenon; convulsion of nature/a great upheaval/"
青天白日;せいてんはくじつ;/(n) be cleared of all the charges (brought against one)/be found completely innocent/be completely aboveboard and with a clean conscience/
電光石火;でんこうせっか;/(n) with lightning speed/like a flash of lightning/in a blink of an eye/
暴虎馮河;ぼうこひょうが;/(n) foolhardy courage/perilous adventure/daredevil attempt/
一罰百戒;いちばつひゃっかい;/(n) punishing a crime to make an example for others/punishing one while giving a warning to hundreds/
人面獣心;じんめんじゅうしん;/(n) (jnmenjuushin/ninmenjuushin)beast with a human face/monster in human form/fair without, foul within/
天佑神助;てんゆうしんじょ;/(n) divine grace/God's help/
信賞必罰;しんしょうひつばつ;/(n) sure punishment or reward/a clear-cut system of rewards and punishments/
旭日昇天;きょくじつしょうてん;/(n) full of vigor and vitality (like the rising sun)/being in the ascendant/
則天去私;そくてんきょし;/(n) following heaven and abandoning self/becoming one with heaven, liberated from the self/selfless devotion to justice/
容貌魁偉;ようぼうかいい;/(n,adj-na) (a man) having a commanding face and a powerful physique/(a man of) formidable appearance/
得意満面;とくいまんめん;/(adj-na,adj-no,n) being puffed up with pride/as proud as a peacock/with a triumphant air/
心機一転;しんきいってん;/(n,vs) a sudden and complete change of one's mind/mental revolution/taking a new turn in one's thinking/looking at the world in a new way/
悪木盗泉;あくぼくとうせん;/(exp,n) A virtuous person does (should) not commit an act that offends his moral principles no matter how hard pressed he may be./
本末転倒;ほんまつてんとう;"/(n,vs) mistaking the insignificant for the essential/getting one's priorities backwards/putting the cart before the horse; mistaking the cause for the end/"
急転直下;きゅうてんちょっか;/(n-adv,vs) suddenly and precipitately/abruptly/taking a sudden turn/
温厚篤実;おんこうとくじつ;/(n,adj-na) gentle and sincere/
前途多難;ぜんとたなん;/(n,adj-na) having many difficulties in store/having a long, hard fight ahead of one/outlook being rocky/
利害得失;りがいとくしつ;/(n) advantages and disadvantages/gains and losses/pros and cons/
羽化登仙;うかとうせん;/(n) a sense of release (as if one had wings and were riding on air)/
青息吐息;あおいきといき;/(n) deep distress/sigh uttered when one is in great distress/
画蛇添足;がだてんそく;/(n) making an unnecessary addition (to)/gilding the lily/
有為転変;ういてんぺん;/(n) mutability (of worldly affairs)/perpetual shifts and changes (of human life)/
愚問愚答;ぐもんぐとう;/(n) silly questions and silly answers/silly dialogue/
快刀乱麻;かいとうらんま;/(n) solving a knotty problem swiftly and skillfully/cutting the Gordian knot/
自業自得;じごうじとく;/(n) suffering the consequences (of one's own actions)/reaping as one sows/getting one's just deserts/
人跡未踏;じんせきみとう;/(n) untrodden/pathless/untraversed/where no human being has ever set foot/
前人未到;ぜんじんみとう;/(n) untrodden (region, field of study, etc.)/unprecedented (discovery, achievement, etc.)/
悪戦苦闘;あくせんくとう;/(n,vs) hard (desperate) struggle/fighting against heavy odds/
東奔西走;とうほんせいそう;/(n,vs) rush around all over for some purpose/be constantly busy running all over/be frantically busy (doing something)/
自家撞着;じかどうちゃく;/(n,vs) self-contradiction/self-inconsistency/
自己暗示;じこあんじ;/(n,vs) self suggestion/autosuggestion/
蓬頭垢面;ほうとうこうめん;/(n) (with) unkempt hair and dirty face/being indifferent to one's personal appearance/
七転八起;しちてんはっき;/(exp,n,vs) Fall seven times, stand up eight./always rising after a fall or repeated failures/undaunted perseverance/
七転八倒;しちてんばっとう;/(n,vs) (shichitenbattou/shittenbattou)tossing oneself about in great pain/writhing in agony/
古今東西;ここんとうざい;/(n-adv,n) all times and places/everywhen and everywhere/
輾転反側;てんてんはんそく;/(n,vs) toss and turn in one's sleep/lie from side to side in bed worried about something/
荒唐無稽;こうとうむけい;/(n,adj-na) groundless and preposterous/absurdity/sheer nonsense/
矛盾撞着;むじゅんどうちゃく;/(n,vs) self-contradiction/
主客転倒;しゅかくてんとう;"/(n,vs) (shukakutentou/shukyakutentou)reversing the order of (relative) importance (of); putting the cart before the horse/the tables being turned; mistaking the insignificant for the essential/"
徒手空拳;としゅくうけん;/(n) barehanded/having no wealth or position to rely on (aside from one's own resourcefulness) (when embarking on something)/
当意即妙;とういそくみょう;/(adj-na, adj-no,n) readiness of wit/giving a quick and witty response/repartee/
前途遼遠;ぜんとりょうえん;/(n,adj-na) having a far way to go/being a long way off/
起承転結;きしょうてんけつ;/(n) the literary process of introduction, development, turn and conclusion/the logical order of things/
臥薪嘗胆;がしんしょうたん;"/(n,vs) going through thick and thin to attain one's objective; enduring unspeakable hardships and privations for the sake of vengeance/"
前途洋洋;ぜんとようよう;/(adj-no,adj-t,adv-to) promising (rosy, bright) future/offering promising prospects/
頭寒足熱;ずかんそくねつ;/(n) keeping the head cool and feet warm/
年百年中;ねんびゃくねんじゅう;/(adv) throughout the year/all (the) year round/always/
年年歳歳;ねんねんさいさい;/(n,adv) annually/every year/year in and year out/from year to year/
法界悋気;ほうかいりんき;"/(n) being jealous of things that have nothing to do with one; being jealous of others who are in love with each other/"
富国強兵;ふこくきょうへい;"/(n) wealth and military power of a nation/(a plan for) building ""a rich country with a strong army""/"
曲学阿世;きょくがくあせい;/(n) prostitution of learning/twisting the truth and truckling to the times/
六道輪廻;ろくどうりんね;/(n) endless circle of transmigration in the six posthumous worlds/
輪廻転生;りんねてんしょう;/(n,vs) all things being in flux through the endless circle of birth, death, and rebirth/the circle of transmigration/
臨機応変;りんきおうへん;/(n,adj-na) adaptation to circumstances/adapting oneself to the requirements of the moment/playing it by ear/as the occasion may demand/
広大無辺;こうだいむへん;/(n,adj-na) boundless/infinite/vast/
平穏無事;へいおんぶじ;/(n,adj-na) peace and quiet/safe and peaceful/tranquil and uneventful/
変幻自在;へんげんじざい;/(n,adj-na) protean/pantomorphic/capable of assuming ever-changing appearance/appearing and disappearing like a phantom/
紅毛碧眼;こうもうへきがん;/(n) red-haired and blue-eyed (person)/a Westerner/
平身低頭;へいしんていとう;"/(n,vs) throw oneself at a person's feet/go down on one's knees; prostrate oneself/"
平平凡凡;へいへいぼんぼん;"/(adj-na,adj-no,adj-t,adv-to) very ordinary/mediocre; all-too-common/quite commonplace/"
弊衣破帽;へいいはぼう;/(n) shapeless cap and shabby clothes/having a neglected appearance with shabby clothes/
公平無私;こうへいむし;/(n,adj-na) impartial and disinterested/fair and unprejudiced/
順風満帆;じゅんぷうまんぱん;/(n) smooth sailing with all sails set/(with) everything going smoothly (like a boat carried by favorable winds)/
六韜三略;りくとうさんりゃく;"/(n) two books on the art of war in ancient China/the secrets (essence) of the art of war/secrets of successful life; precepts for living/"
党利党略;とうりとうりゃく;"/(n) (political) party interests/playing party politics; partisan politics/"
雄材大略;ゆうざいたいりゃく;/(n) (yuuzaitairyaku/yuusaitairyaku)superior talent and strategic wisdom/outstanding abilities and abundant strategic resourcefulness/outstanding abilities and a talent for developing and implementing grand strategies/
粒粒辛苦;りゅうりゅうしんく;/(n,vs) toil and moil/working assiduously for/tireless hard work/painstaking labor/
一粒万倍;いちりゅうまんばい;"/(exp,n) A single seed can eventually produce a great harvest.; Even the smallest beginning can generate a greatest profit.; Watch the pennies, and the pounds will look after themselves./"
疲労困憊;ひろうこんぱい;/(n,vs) total exhaustion/being completely worn out/
竜頭蛇尾;りゅうとうだび;/(n) a strong beginning and a weak ending/starting out with a bang but fizzling toward the end/an anticlimax/
画竜点睛;がりょうてんせい;/(n) (garyoutensei/garyuutensei) the finishing touch/completing (something) by executing the final, critical step/
理路整然;りろせいぜん;"/(adj-t,adv-to) well-reasoned/logical (manner)/articulate; coherent/"
真実一路;しんじついちろ;/(n) the straight path of sincerity and truthfulness/living a life in all sincerity and truthfulness/
落花流水;らっかりゅうすい;"/(n) (1) mutual love/the love one shows to another person being returned/(2) falling on hard times/coming down in the world; being ruined/"
無手勝流;むてかつりゅう;/(n) aiming at winning without fighting/
生生流転;せいせいるてん;/(n,vs) (shoujouruten/seiseiruten)all things being in flux through the endless circle of birth, death, and rebirth/the circle of transmigration/
高山流水;こうざんりゅうすい;"/(n) 1 high mountains and running water/the beauty of nature; (2) beautifully (skillfully) played music/"
漱石枕流;そうせきちんりゅう;/(n) a sore loser stubbornly refusing to admit being wrong and adhering to the far-fetched argument/
